ISIN;Currency;Exchange;ETF Underlying Index Ticker;Dvd Freq;Code;Type;Name;GICS Sector;GICS Ind Name;Name
US34354P1057;USD;US;#N/A Field Not Applicable;Quarter;FLS;Common Stock;FLOWSERVE CORP;Industrials;Machinery;FLOWSERVE CORP
US3434121022;USD;US;#N/A Field Not Applicable;Irreg;FLR;Common Stock;FLUOR CORP;Industrials;Construction & Engineering;FLUOR CORP
US3024913036;USD;US;#N/A Field Not Applicable;Quarter;FMC;Common Stock;FMC CORP;Materials;Chemicals;FMC CORP
US3448491049;USD;US;#N/A Field Not Applicable;Quarter;FL;Common Stock;FOOT LOCKER INC;Consumer Discretionary;Specialty Retail;FOOT LOCKER INC
US3453708600;USD;US;#N/A Field Not Applicable;Irreg;F;Common Stock;FORD MOTOR CO;Consumer Discretionary;Automobiles;FORD MOTOR CO
US35137L1052;USD;US;#N/A Field Not Applicable;Semi-Anl;FOXA;Common Stock;FOX CORP - CLASS A;Communication Services;Media;FOX CORP - A
US35137L2043;USD;US;#N/A Field Not Applicable;Semi-Anl;FOX;Common Stock;FOX CORP - CLASS B;Communication Services;Media;FOX CORP - B
US3546131018;USD;US;#N/A Field Not Applicable;Quarter;BEN;Common Stock;FRANKLIN RESOURCES INC;Financials;Capital Markets;FRANKLIN RES INC
US35671D8570;USD;US;#N/A Field Not Applicable;Quarter;FCX;Common Stock;FREEPORT-MCMORAN INC;Materials;Metals & Mining;FREEPORT-MCMORAN
US3647601083;USD;US;#N/A Field Not Applicable;Quarter;GPS;Common Stock;GAP INC/THE;Consumer Discretionary;Specialty Retail;GAP INC/THE
US3695501086;USD;US;#N/A Field Not Applicable;Quarter;GD;Common Stock;GENERAL DYNAMICS CORP;Industrials;Aerospace & Defense;GENERAL DYNAMICS
US3696041033;USD;US;#N/A Field Not Applicable;Quarter;GE;Common Stock;GENERAL ELECTRIC CO;Industrials;Industrial Conglomerates;GENERAL ELECTRIC
US3703341046;USD;US;#N/A Field Not Applicable;Quarter;GIS;Common Stock;GENERAL MILLS INC;Consumer Staples;Food Products;GENERAL MILLS IN
US37045V1008;USD;US;#N/A Field Not Applicable;Irreg;GM;Common Stock;GENERAL MOTORS CO;Consumer Discretionary;Automobiles;GENERAL MOTORS C
US3724601055;USD;US;#N/A Field Not Applicable;Quarter;GPC;Common Stock;GENUINE PARTS CO;Consumer Discretionary;Distributors;GENUINE PARTS CO
US3755581036;USD;US;#N/A Field Not Applicable;Quarter;GILD;Common Stock;GILEAD SCIENCES INC;Health Care;Biotechnology;GILEAD SCIENCES
US38141G1040;USD;US;#N/A Field Not Applicable;Quarter;GS;Common Stock;GOLDMAN SACHS GROUP INC;Financials;Capital Markets;GOLDMAN SACHS GP
US3825501014;USD;US;#N/A Field Not Applicable;Irreg;GT;Common Stock;GOODYEAR TIRE & RUBBER CO;Consumer Discretionary;Auto Components;GOODYEAR TIRE
US38268T1034;USD;US;#N/A Field Not Applicable;None;GPRO;Common Stock;GOPRO INC-CLASS A;Consumer Discretionary;Household Durables;GOPRO INC-CL A
US0936711052;USD;US;#N/A Field Not Applicable;Quarter;HRB;Common Stock;H&R BLOCK INC;Consumer Discretionary;Diversified Consumer Services;H&R BLOCK INC
US4062161017;USD;US;#N/A Field Not Applicable;Quarter;HAL;Common Stock;HALLIBURTON CO;Energy;Energy Equipment & Services;HALLIBURTON CO
US4103451021;USD;US;#N/A Field Not Applicable;Quarter;HBI;Common Stock;HANESBRANDS INC;Consumer Discretionary;Textiles, Apparel & Luxury Goo;HANESBRANDS INC
US4165151048;USD;US;#N/A Field Not Applicable;Quarter;HIG;Common Stock;HARTFORD FINANCIAL SVCS GRP;Financials;Insurance;HARTFORD FINL SV
US4165151048;USD;US;#N/A Field Not Applicable;Quarter;HIG;Common Stock;HARTFORD FINANCIAL SVCS GRP;Financials;Insurance;HARTFORD FINL SV
US4180561072;USD;US;#N/A Field Not Applicable;Quarter;HAS;Common Stock;HASBRO INC;Consumer Discretionary;Leisure Products;HASBRO INC
US40412C1018;USD;US;#N/A Field Not Applicable;Quarter;HCA;Common Stock;HCA HEALTHCARE INC;Health Care;Health Care Providers & Servic;HCA HEALTHCARE I
US4234521015;USD;US;#N/A Field Not Applicable;Quarter;HP;Common Stock;HELMERICH & PAYNE;Energy;Energy Equipment & Services;HELMERICH & PAYN
US8064071025;USD;US;#N/A Field Not Applicable;None;HSIC;Common Stock;HENRY SCHEIN INC;Health Care;Health Care Providers & Servic;HENRY SCHEIN INC
US4278661081;USD;US;#N/A Field Not Applicable;Quarter;HSY;Common Stock;HERSHEY CO/THE;Consumer Staples;Food Products;HERSHEY CO/THE
US42809H1077;USD;US;#N/A Field Not Applicable;Quarter;HES;Common Stock;HESS CORP;Energy;Oil, Gas & Consumable Fuels;HESS CORP
US4370761029;USD;US;#N/A Field Not Applicable;Quarter;HD;Common Stock;HOME DEPOT INC;Consumer Discretionary;Specialty Retail;HOME DEPOT INC
US4385161066;USD;US;#N/A Field Not Applicable;Quarter;HON;Common Stock;HONEYWELL INTERNATIONAL INC;Industrials;Industrial Conglomerates;HONEYWELL INTL
US4404521001;USD;US;#N/A Field Not Applicable;Quarter;HRL;Common Stock;HORMEL FOODS CORP;Consumer Staples;Food Products;HORMEL FOODS CRP
US44107P1049;USD;US;#N/A Field Not Applicable;Irreg;HST;REIT;HOST HOTELS & RESORTS INC;Real Estate;Equity Real Estate Investment;HOST HOTELS & RE
US40434L1052;USD;US;#N/A Field Not Applicable;Quarter;HPQ;Common Stock;HP INC;Information Technology;Technology Hardware, Storage &;HP INC
US4448591028;USD;US;#N/A Field Not Applicable;Quarter;HUM;Common Stock;HUMANA INC;Health Care;Health Care Providers & Servic;HUMANA INC
US4461501045;USD;US;#N/A Field Not Applicable;Quarter;HBAN;Common Stock;HUNTINGTON BANCSHARES INC;Financials;Banks;HUNTINGTON BANC
US4592001014;USD;US;#N/A Field Not Applicable;Quarter;IBM;Common Stock;INTL BUSINESS MACHINES CORP;Information Technology;IT Services;IBM
US45167R1041;USD;US;#N/A Field Not Applicable;Quarter;IEX;Common Stock;IDEX CORP;Industrials;Machinery;IDEX CORP
US4523081093;USD;US;#N/A Field Not Applicable;Quarter;ITW;Common Stock;ILLINOIS TOOL WORKS;Industrials;Machinery;ILLINOIS TOOL WO
US4523271090;USD;US;#N/A Field Not Applicable;None;ILMN;Common Stock;ILLUMINA INC;Health Care;Life Sciences Tools & Services;ILLUMINA INC
US45337C1027;USD;US;#N/A Field Not Applicable;None;INCY;Common Stock;INCYTE CORP;Health Care;Biotechnology;INCYTE CORP
INE009A01021;INR;IN;#N/A Field Not Applicable;Semi-Anl;INFO;Common Stock;INFOSYS LTD;Information Technology;IT Services;INFOSYS LTD
US4581401001;USD;US;#N/A Field Not Applicable;Quarter;INTC;Common Stock;INTEL CORP;Information Technology;Semiconductors & Semiconductor;INTEL CORP
US45866F1049;USD;US;#N/A Field Not Applicable;Quarter;ICE;Common Stock;INTERCONTINENTAL EXCHANGE IN;Financials;Capital Markets;INTERCONTINENTAL
US4592001014;USD;US;#N/A Field Not Applicable;Quarter;IBM;Common Stock;INTL BUSINESS MACHINES CORP;Information Technology;IT Services;IBM
US4601461035;USD;US;#N/A Field Not Applicable;Quarter;IP;Common Stock;INTERNATIONAL PAPER CO;Materials;Containers & Packaging;INTL PAPER CO
US4606901001;USD;US;#N/A Field Not Applicable;Quarter;IPG;Common Stock;INTERPUBLIC GROUP OF COS INC;Communication Services;Media;INTERPUBLIC GRP
US4612021034;USD;US;#N/A Field Not Applicable;Quarter;INTU;Common Stock;INTUIT INC;Information Technology;Software;INTUIT INC
US46120E6023;USD;US;#N/A Field Not Applicable;None;ISRG;Common Stock;INTUITIVE SURGICAL INC;Health Care;Health Care Equipment & Suppli;INTUITIVE SURGIC
US46284V1017;USD;US;#N/A Field Not Applicable;Quarter;IRM;REIT;IRON MOUNTAIN INC;Real Estate;Equity Real Estate Investment;IRON MOUNTAIN
US4456581077;USD;US;#N/A Field Not Applicable;Quarter;JBHT;Common Stock;HUNT (JB) TRANSPRT SVCS INC;Industrials;Road & Rail;HUNT (JB) TRANS
US8326964058;USD;US;#N/A Field Not Applicable;Quarter;SJM;Common Stock;JM SMUCKER CO/THE;Consumer Staples;Food Products;JM SMUCKER CO
US4781601046;USD;US;#N/A Field Not Applicable;Quarter;JNJ;Common Stock;JOHNSON & JOHNSON;Health Care;Pharmaceuticals;JOHNSON&JOHNSON
US46625H1005;USD;US;#N/A Field Not Applicable;Quarter;JPM;Common Stock;JPMORGAN CHASE & CO;Financials;Banks;JPMORGAN CHASE
US48203R1041;USD;US;#N/A Field Not Applicable;Quarter;JNPR;Common Stock;JUNIPER NETWORKS INC;Information Technology;Communications Equipment;JUNIPER NETWORKS
US4851703029;USD;US;#N/A Field Not Applicable;Quarter;KSU;Common Stock;KANSAS CITY SOUTHERN;Industrials;Road & Rail;KANSAS CITY SOUT
US4878361082;USD;US;#N/A Field Not Applicable;Quarter;K;Common Stock;KELLOGG CO;Consumer Staples;Food Products;KELLOGG CO
US4932671088;USD;US;#N/A Field Not Applicable;Quarter;KEY;Common Stock;KEYCORP;Financials;Banks;KEYCORP
US4943681035;USD;US;#N/A Field Not Applicable;Quarter;KMB;Common Stock;KIMBERLY-CLARK CORP;Consumer Staples;Household Products;KIMBERLY-CLARK
US49446R1095;USD;US;#N/A Field Not Applicable;Quarter;KIM;REIT;KIMCO REALTY CORP;Real Estate;Equity Real Estate Investment;KIMCO REALTY
US49456B1017;USD;US;#N/A Field Not Applicable;Quarter;KMI;Common Stock;KINDER MORGAN INC;Energy;Oil, Gas & Consumable Fuels;KINDER MORGAN IN
US4824801009;USD;US;#N/A Field Not Applicable;Quarter;KLAC;Common Stock;KLA CORP;Information Technology;Semiconductors & Semiconductor;KLA CORP
US5002551043;USD;US;#N/A Field Not Applicable;Quarter;KSS;Common Stock;KOHLS CORP;Consumer Discretionary;Multiline Retail;KOHLS CORP
US5007541064;USD;US;#N/A Field Not Applicable;Quarter;KHC;Common Stock;KRAFT HEINZ CO/THE;Consumer Staples;Food Products;KRAFT HEINZ CO/T
US5010441013;USD;US;#N/A Field Not Applicable;Quarter;KR;Common Stock;KROGER CO;Consumer Staples;Food & Staples Retailing;KROGER CO
US5017971046;USD;US;#N/A Field Not Applicable;Quarter;LB;Common Stock;L BRANDS INC;Consumer Discretionary;Specialty Retail;L BRANDS INC
US50540R4092;USD;US;#N/A Field Not Applicable;None;LH;Common Stock;LABORATORY CRP OF AMER HLDGS;Health Care;Health Care Providers & Servic;LABORATORY CP
US5128071082;USD;US;#N/A Field Not Applicable;Quarter;LRCX;Common Stock;LAM RESEARCH CORP;Information Technology;Semiconductors & Semiconductor;LAM RESEARCH
US5246601075;USD;US;#N/A Field Not Applicable;Quarter;LEG;Common Stock;LEGGETT & PLATT INC;Consumer Discretionary;Household Durables;LEGGETT & PLATT
US5246601075;USD;US;#N/A Field Not Applicable;Quarter;LEG;Common Stock;LEGGETT & PLATT INC;Consumer Discretionary;Household Durables;LEGGETT & PLATT
US5260571048;USD;US;#N/A Field Not Applicable;Quarter;LEN;Common Stock;LENNAR CORP-A;Consumer Discretionary;Household Durables;LENNAR CORP-A
GB00B8W67B19;USD;US;#N/A Field Not Applicable;None;LBTYK;Common Stock;LIBERTY GLOBAL PLC- C;Communication Services;Diversified Telecommunication;LIBERTY GLOBAL-C
US5341871094;USD;US;#N/A Field Not Applicable;Quarter;LNC;Common Stock;LINCOLN NATIONAL CORP;Financials;Insurance;LINCOLN NATL CRP
US5398301094;USD;US;#N/A Field Not Applicable;Quarter;LMT;Common Stock;LOCKHEED MARTIN CORP;Industrials;Aerospace & Defense;LOCKHEED MARTIN
US5404241086;USD;US;#N/A Field Not Applicable;Quarter;L;Common Stock;LOEWS CORP;Financials;Insurance;LOEWS CORP
US5486611073;USD;US;#N/A Field Not Applicable;Quarter;LOW;Common Stock;LOWE'S COS INC;Consumer Discretionary;Specialty Retail;LOWE'S COS INC
US5500211090;USD;US;#N/A Field Not Applicable;None;LULU;Common Stock;LULULEMON ATHLETICA INC;Consumer Discretionary;Textiles, Apparel & Luxury Goo;LULULEMON ATH
US55087P1049;USD;US;#N/A Field Not Applicable;None;LYFT;Common Stock;LYFT INC-A;Industrials;Road & Rail;LYFT INC-A
US55261F1049;USD;US;#N/A Field Not Applicable;Quarter;MTB;Common Stock;M & T BANK CORP;Financials;Banks;M&T BANK CORP
US5658491064;USD;US;#N/A Field Not Applicable;Quarter;MRO;Common Stock;MARATHON OIL CORP;Energy;Oil, Gas & Consumable Fuels;MARATHON OIL
US56585A1025;USD;US;#N/A Field Not Applicable;Quarter;MPC;Common Stock;MARATHON PETROLEUM CORP;Energy;Oil, Gas & Consumable Fuels;MARATHON PETROLE
US5719032022;USD;US;#N/A Field Not Applicable;Irreg;MAR;Common Stock;MARRIOTT INTERNATIONAL -CL A;Consumer Discretionary;Hotels, Restaurants & Leisure;MARRIOTT INTL-A
US5717481023;USD;US;#N/A Field Not Applicable;Quarter;MMC;Common Stock;MARSH & MCLENNAN COS;Financials;Insurance;MARSH & MCLENNAN
US5732841060;USD;US;#N/A Field Not Applicable;Quarter;MLM;Common Stock;MARTIN MARIETTA MATERIALS;Materials;Construction Materials;MARTIN MAR MTLS
US5745991068;USD;US;#N/A Field Not Applicable;Quarter;MAS;Common Stock;MASCO CORP;Industrials;Building Products;MASCO CORP
US57636Q1040;USD;US;#N/A Field Not Applicable;Quarter;MA;Common Stock;MASTERCARD INC - A;Information Technology;IT Services;MASTERCARD INC-A
US5770811025;USD;US;#N/A Field Not Applicable;Irreg;MAT;Common Stock;MATTEL INC;Consumer Discretionary;Leisure Products;MATTEL INC
US57772K1016;USD;US;#N/A Field Not Applicable;Irreg;MXIM;Common Stock;MAXIM INTEGRATED PRODUCTS;Information Technology;Semiconductors & Semiconductor;MAXIM INTEGRATED
US5797802064;USD;US;#N/A Field Not Applicable;Quarter;MKC;Common Stock;MCCORMICK & CO-NON VTG SHRS;Consumer Staples;Food Products;MCCORMICK-N/V
US5801351017;USD;US;#N/A Field Not Applicable;Quarter;MCD;Common Stock;MCDONALD'S CORP;Consumer Discretionary;Hotels, Restaurants & Leisure;MCDONALDS CORP
US58155Q1031;USD;US;#N/A Field Not Applicable;Quarter;MCK;Common Stock;MCKESSON CORP;Health Care;Health Care Providers & Servic;MCKESSON CORP
US58933Y1055;USD;US;#N/A Field Not Applicable;Quarter;MRK;Common Stock;MERCK & CO. INC.;Health Care;Pharmaceuticals;MERCK & CO
US58933Y1055;USD;US;#N/A Field Not Applicable;Quarter;MRK;Common Stock;MERCK & CO. INC.;Health Care;Pharmaceuticals;MERCK & CO
US59156R1086;USD;US;#N/A Field Not Applicable;Quarter;MET;Common Stock;METLIFE INC;Financials;Insurance;METLIFE INC
US5950171042;USD;US;#N/A Field Not Applicable;Quarter;MCHP;Common Stock;MICROCHIP TECHNOLOGY INC;Information Technology;Semiconductors & Semiconductor;MICROCHIP TECH
US5951121038;USD;US;#N/A Field Not Applicable;Irreg;MU;Common Stock;MICRON TECHNOLOGY INC;Information Technology;Semiconductors & Semiconductor;MICRON TECH
US5949181045;USD;US;#N/A Field Not Applicable;Quarter;MSFT;Common Stock;MICROSOFT CORP;Information Technology;Software;MICROSOFT CORP
US60770K1079;USD;US;#N/A Field Not Applicable;None;MRNA;Common Stock;MODERNA INC;Health Care;Biotechnology;MODERNA INC
US6081901042;USD;US;#N/A Field Not Applicable;None;MHK;Common Stock;MOHAWK INDUSTRIES INC;Consumer Discretionary;Household Durables;MOHAWK INDS
US60871R2094;USD;US;#N/A Field Not Applicable;Irreg;TAP;Common Stock;MOLSON COORS BEVERAGE CO - B;Consumer Staples;Beverages;MOLSON COORS-B
US6092071058;USD;US;#N/A Field Not Applicable;Quarter;MDLZ;Common Stock;MONDELEZ INTERNATIONAL INC-A;Consumer Staples;Food Products;MONDELEZ INTER-A
US61174X1090;USD;US;#N/A Field Not Applicable;None;MNST;Common Stock;MONSTER BEVERAGE CORP;Consumer Staples;Beverages;MONSTER BEVERAGE
US6153691059;USD;US;#N/A Field Not Applicable;Quarter;MCO;Common Stock;MOODY'S CORP;Financials;Capital Markets;MOODY'S CORP
US6174464486;USD;US;#N/A Field Not Applicable;Quarter;MS;Common Stock;MORGAN STANLEY;Financials;Capital Markets;MORGAN STANLEY
US61945C1036;USD;US;#N/A Field Not Applicable;Quarter;MOS;Common Stock;MOSAIC CO/THE;Materials;Chemicals;MOSAIC CO/THE
US6200763075;USD;US;#N/A Field Not Applicable;Quarter;MSI;Common Stock;MOTOROLA SOLUTIONS INC;Information Technology;Communications Equipment;MOTOROLA SOLUTIO
US6267171022;USD;US;#N/A Field Not Applicable;Quarter;MUR;Common Stock;MURPHY OIL CORP;Energy;Oil, Gas & Consumable Fuels;MURPHY OIL CORP
US6311031081;USD;US;#N/A Field Not Applicable;Quarter;NDAQ;Common Stock;NASDAQ INC;Financials;Capital Markets;NASDAQ INC
US64110D1046;USD;US;#N/A Field Not Applicable;Quarter;NTAP;Common Stock;NETAPP INC;Information Technology;Technology Hardware, Storage &;NETAPP INC
US64110L1061;USD;US;#N/A Field Not Applicable;None;NFLX;Common Stock;NETFLIX INC;Communication Services;Entertainment;NETFLIX INC
US6512291062;USD;US;#N/A Field Not Applicable;Quarter;NWL;Common Stock;NEWELL BRANDS INC;Consumer Discretionary;Household Durables;NEWELL BRANDS IN
US6516391066;USD;US;#N/A Field Not Applicable;Quarter;NEM;Common Stock;NEWMONT CORP;Materials;Metals & Mining;NEWMONT CORP
US65249B1098;USD;US;#N/A Field Not Applicable;Semi-Anl;NWSA;Common Stock;NEWS CORP - CLASS A;Communication Services;Media;NEWS CORP-CL A
US65339F1012;USD;US;#N/A Field Not Applicable;Quarter;NEE;Common Stock;NEXTERA ENERGY INC;Utilities;Electric Utilities;NEXTERA ENERGY
US6541061031;USD;US;#N/A Field Not Applicable;Quarter;NKE;Common Stock;NIKE INC -CL B;Consumer Discretionary;Textiles, Apparel & Luxury Goo;NIKE INC -CL B
US65473P1057;USD;US;#N/A Field Not Applicable;Quarter;NI;Common Stock;NISOURCE INC;Utilities;Multi-Utilities;NISOURCE INC
US6550441058;USD;US;#N/A Field Not Applicable;Quarter;NBL;Common Stock;NOBLE ENERGY INC;Energy;Oil, Gas & Consumable Fuels;NOBLE ENERGY INC
US6558441084;USD;US;#N/A Field Not Applicable;Quarter;NSC;Common Stock;NORFOLK SOUTHERN CORP;Industrials;Road & Rail;NORFOLK SOUTHERN
US6558441084;USD;US;#N/A Field Not Applicable;Quarter;NSC;Common Stock;NORFOLK SOUTHERN CORP;Industrials;Road & Rail;NORFOLK SOUTHERN
US6658591044;USD;US;#N/A Field Not Applicable;Quarter;NTRS;Common Stock;NORTHERN TRUST CORP;Financials;Capital Markets;NORTHERN TRUST
US6293775085;USD;US;#N/A Field Not Applicable;Quarter;NRG;Common Stock;NRG ENERGY INC;Utilities;Electric Utilities;NRG ENERGY
US6703461052;USD;US;#N/A Field Not Applicable;Quarter;NUE;Common Stock;NUCOR CORP;Materials;Metals & Mining;NUCOR CORP
US67066G1040;USD;US;#N/A Field Not Applicable;Quarter;NVDA;Common Stock;NVIDIA CORP;Information Technology;Semiconductors & Semiconductor;NVIDIA CORP
US6745991058;USD;US;#N/A Field Not Applicable;Quarter;OXY;Common Stock;OCCIDENTAL PETROLEUM CORP;Energy;Oil, Gas & Consumable Fuels;OCCIDENTAL PETE
US6819191064;USD;US;#N/A Field Not Applicable;Quarter;OMC;Common Stock;OMNICOM GROUP;Communication Services;Media;OMNICOM GROUP
US6826801036;USD;US;#N/A Field Not Applicable;Quarter;OKE;Common Stock;ONEOK INC;Energy;Oil, Gas & Consumable Fuels;ONEOK INC
US68389X1054;USD;US;#N/A Field Not Applicable;Quarter;ORCL;Common Stock;ORACLE CORP;Information Technology;Software;ORACLE CORP
US67103H1077;USD;US;#N/A Field Not Applicable;None;ORLY;Common Stock;O'REILLY AUTOMOTIVE INC;Consumer Discretionary;Specialty Retail;O'REILLY AUTOMOT
US6937181088;USD;US;#N/A Field Not Applicable;Quarter;PCAR;Common Stock;PACCAR INC;Industrials;Machinery;PACCAR INC
US7010941042;USD;US;#N/A Field Not Applicable;Quarter;PH;Common Stock;PARKER HANNIFIN CORP;Industrials;Machinery;PARKER HANNIFIN
US7043261079;USD;US;#N/A Field Not Applicable;Quarter;PAYX;Common Stock;PAYCHEX INC;Information Technology;IT Services;PAYCHEX INC
US70450Y1038;USD;US;#N/A Field Not Applicable;#N/A N/A;PYPL;Common Stock;PAYPAL HOLDINGS INC;Information Technology;IT Services;PAYPAL HOLDINGS
US7127041058;USD;US;#N/A Field Not Applicable;Quarter;PBCT;Common Stock;PEOPLE'S UNITED FINANCIAL;Financials;Banks;PEOPLE'S UNITED
US7134481081;USD;US;#N/A Field Not Applicable;Quarter;PEP;Common Stock;PEPSICO INC;Consumer Staples;Beverages;PEPSICO INC
US7140461093;USD;US;#N/A Field Not Applicable;Quarter;PKI;Common Stock;PERKINELMER INC;Health Care;Life Sciences Tools & Services;PERKINELMER INC
US7170811035;USD;US;#N/A Field Not Applicable;Quarter;PFE;Common Stock;PFIZER INC;Health Care;Pharmaceuticals;PFIZER INC
US7181721090;USD;US;#N/A Field Not Applicable;Quarter;PM;Common Stock;PHILIP MORRIS INTERNATIONAL;Consumer Staples;Tobacco;PHILIP MORRIS IN
US7185461040;USD;US;#N/A Field Not Applicable;Quarter;PSX;Common Stock;PHILLIPS 66;Energy;Oil, Gas & Consumable Fuels;PHILLIPS 66
US7234841010;USD;US;#N/A Field Not Applicable;Quarter;PNW;Common Stock;PINNACLE WEST CAPITAL;Utilities;Electric Utilities;PINNACLE WEST
US72352L1061;USD;US;#N/A Field Not Applicable;None;PINS;Common Stock;PINTEREST INC- CLASS A;Communication Services;Interactive Media & Services;PINTEREST INC -A
US7237871071;USD;US;#N/A Field Not Applicable;Quarter;PXD;Common Stock;PIONEER NATURAL RESOURCES CO;Energy;Oil, Gas & Consumable Fuels;PIONEER NATURAL
US6934751057;USD;US;#N/A Field Not Applicable;Quarter;PNC;Common Stock;PNC FINANCIAL SERVICES GROUP;Financials;Banks;PNC FINANCIAL SE
US6935061076;USD;US;#N/A Field Not Applicable;Quarter;PPG;Common Stock;PPG INDUSTRIES INC;Materials;Chemicals;PPG INDS INC
US7427181091;USD;US;#N/A Field Not Applicable;Quarter;PG;Common Stock;PROCTER & GAMBLE CO/THE;Consumer Staples;Household Products;PROCTER & GAMBLE
US7433151039;USD;US;#N/A Field Not Applicable;Quarter;PGR;Common Stock;PROGRESSIVE CORP;Financials;Insurance;PROGRESSIVE CORP
US74340W1036;USD;US;#N/A Field Not Applicable;Quarter;PLD;REIT;PROLOGIS INC;Real Estate;Equity Real Estate Investment;PROLOGIS INC
US7443201022;USD;US;#N/A Field Not Applicable;Quarter;PRU;Common Stock;PRUDENTIAL FINANCIAL INC;Financials;Insurance;PRUDENTL FINL
US7445731067;USD;US;#N/A Field Not Applicable;Quarter;PEG;Common Stock;PUBLIC SERVICE ENTERPRISE GP;Utilities;Multi-Utilities;PUB SERV ENTERP
US74460D1090;USD;US;#N/A Field Not Applicable;Quarter;PSA;REIT;PUBLIC STORAGE;Real Estate;Equity Real Estate Investment;PUBLIC STORAGE
US7458671010;USD;US;#N/A Field Not Applicable;Quarter;PHM;Common Stock;PULTEGROUP INC;Consumer Discretionary;Household Durables;PULTEGROUP INC
US6936561009;USD;US;#N/A Field Not Applicable;Irreg;PVH;Common Stock;PVH CORP;Consumer Discretionary;Textiles, Apparel & Luxury Goo;PVH CORP
US74736K1016;USD;US;#N/A Field Not Applicable;None;QRVO;Common Stock;QORVO INC;Information Technology;Semiconductors & Semiconductor;QORVO INC
US7475251036;USD;US;#N/A Field Not Applicable;Quarter;QCOM;Common Stock;QUALCOMM INC;Information Technology;Semiconductors & Semiconductor;QUALCOMM INC
US74762E1029;USD;US;#N/A Field Not Applicable;Quarter;PWR;Common Stock;QUANTA SERVICES INC;Industrials;Construction & Engineering;QUANTA SERVICES
US74834L1008;USD;US;#N/A Field Not Applicable;Quarter;DGX;Common Stock;QUEST DIAGNOSTICS INC;Health Care;Health Care Providers & Servic;QUEST DIAGNOSTIC
US7512121010;USD;US;#N/A Field Not Applicable;Quarter;RL;Common Stock;RALPH LAUREN CORP;Consumer Discretionary;Textiles, Apparel & Luxury Goo;RALPH LAUREN COR
US75281A1097;USD;US;#N/A Field Not Applicable;Irreg;RRC;Common Stock;RANGE RESOURCES CORP;Energy;Oil, Gas & Consumable Fuels;RANGE RESOURCES
US7561091049;USD;US;#N/A Field Not Applicable;Monthly;O;REIT;REALTY INCOME CORP;Real Estate;Equity Real Estate Investment;REALTY INCOME
US7588491032;USD;US;#N/A Field Not Applicable;Quarter;REG;REIT;REGENCY CENTERS CORP;Real Estate;Equity Real Estate Investment;REGENCY CENTERS
US7591EP1005;USD;US;#N/A Field Not Applicable;Quarter;RF;Common Stock;REGIONS FINANCIAL CORP;Financials;Banks;REGIONS FINANCIA
US7607591002;USD;US;#N/A Field Not Applicable;Quarter;RSG;Common Stock;REPUBLIC SERVICES INC;Industrials;Commercial Services & Supplies;REPUBLIC SVCS
US7703231032;USD;US;#N/A Field Not Applicable;Quarter;RHI;Common Stock;ROBERT HALF INTL INC;Industrials;Professional Services;ROBERT HALF INTL
US7739031091;USD;US;#N/A Field Not Applicable;Quarter;ROK;Common Stock;ROCKWELL AUTOMATION INC;Industrials;Electrical Equipment;ROCKWELL AUTOMAT
US77543R1023;USD;US;#N/A Field Not Applicable;None;ROKU;Common Stock;ROKU INC;Communication Services;Entertainment;ROKU INC
US7766961061;USD;US;#N/A Field Not Applicable;Quarter;ROP;Common Stock;ROPER TECHNOLOGIES INC;Industrials;Industrial Conglomerates;ROPER TECHNOLOGI
US7782961038;USD;US;#N/A Field Not Applicable;Quarter;ROST;Common Stock;ROSS STORES INC;Consumer Discretionary;Specialty Retail;ROSS STORES INC
US7835491082;USD;US;#N/A Field Not Applicable;Quarter;R;Common Stock;RYDER SYSTEM INC;Industrials;Road & Rail;RYDER SYSTEM INC
US79466L3024;USD;US;#N/A Field Not Applicable;None;CRM;Common Stock;SALESFORCE.COM INC;Information Technology;Software;SALESFORCE.COM
IE00B58JVZ52;EUR;GR;#N/A Field Not Applicable;Quarter;STT;Common Stock;SEAGATE TECHNOLOGY;Information Technology;Technology Hardware, Storage &;SEAGATE TECHNOLO
US8168511090;USD;US;#N/A Field Not Applicable;Quarter;SRE;Common Stock;SEMPRA ENERGY;Utilities;Multi-Utilities;SEMPRA ENERGY
US8243481061;USD;US;#N/A Field Not Applicable;Quarter;SHW;Common Stock;SHERWIN-WILLIAMS CO/THE;Materials;Chemicals;SHERWIN-WILLIAMS
CA82509L1076;USD;US;#N/A Field Not Applicable;None;SHOP;Common Stock;SHOPIFY INC - CLASS A;Information Technology;IT Services;SHOPIFY INC - A
US8288061091;USD;US;#N/A Field Not Applicable;Quarter;SPG;REIT;SIMON PROPERTY GROUP INC;Real Estate;Equity Real Estate Investment;SIMON PROPERTY
US82968B1035;USD;US;#N/A Field Not Applicable;Quarter;SIRI;Common Stock;SIRIUS XM HOLDINGS INC;Communication Services;Media;SIRIUS XM HOLDIN
US83088M1027;USD;US;#N/A Field Not Applicable;Quarter;SWKS;Common Stock;SKYWORKS SOLUTIONS INC;Information Technology;Semiconductors & Semiconductor;SKYWORKS SOLUTIO
US78440X1019;USD;EU;#N/A Field Not Applicable;Monthly;SLG1USD;REIT;SL GREEN REALTY CORP;Real Estate;Equity Real Estate Investment;SL GREEN REALTY
US8330341012;USD;US;#N/A Field Not Applicable;Quarter;SNA;Common Stock;SNAP-ON INC;Industrials;Machinery;SNAP-ON INC
