ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN
GB00B02J6398,ADM,Admiral Group plc,UK,LSE,GBX,Common Stock,GB00B02J6398
GB0000536739,AHT,Ashtead Group plc,UK,LSE,GBX,Common Stock,GB0000536739
GB0000456144,ANTO,Antofagasta plc,UK,LSE,GBX,Common Stock,GB0000456144
GB00BVYVFW23,AUTO,Auto Trader Group plc,UK,LSE,GBX,Common Stock,GB00BVYVFW23
GB0002162385,AV,Aviva plc,UK,LSE,GBX,Common Stock,GB0002162385
GB00BDD85M81,AVST,Avast Plc,UK,LSE,GBX,Common Stock,GB00BDD85M81
GB00BBG9VN75,AVV,AVEVA Group plc,UK,LSE,GBX,Common Stock,GB00BBG9VN75
GB0002875804,BATS,British American Tobacco p.l.c,UK,LSE,GBX,Common Stock,GB0002875804
GB0000811801,BDEV,Barratt Developments plc,UK,LSE,GBX,Common Stock,GB0000811801
GB00BH0P3Z91,BHP,BHP Group,UK,LSE,GBX,Common Stock,GB00BH0P3Z91
GB00B02L3W35,BKG,The Berkeley Group Holdings plc,UK,LSE,GBX,Common Stock,GB00B02L3W35
GB0001367019,BLND,British Land Company Plc,UK,LSE,GBX,Common Stock,GB0001367019
GB00B0744B38,BNZL,Bunzl plc,UK,LSE,GBX,Common Stock,GB00B0744B38
GB0007980591,BP,BP p.l.c,UK,LSE,GBX,Common Stock,GB0007980591
GB0031743007,BRBY,Burberry Group plc,UK,LSE,GBX,Common Stock,GB0031743007
GB0030913577,BT-A,BT Group plc,UK,LSE,GBX,Common Stock,GB0030913577
CH0198251305,CCH,Coca-Cola HBC AG,UK,LSE,GBX,Common Stock,CH0198251305
GB00BD6K4575,CPG,Compass Group PLC,UK,LSE,GBX,Common Stock,GB00BD6K4575
GB00BJFFLV09,CRDA,Croda International Plc,UK,LSE,GBX,Common Stock,GB00BJFFLV09
IE0001827041,CRH,CRH plc,UK,LSE,GBX,Common Stock,IE0001827041
IE0002424939,DCC,DCC plc,UK,LSE,GBX,Common Stock,IE0002424939
IM00B5VQMV65,ENT,Entain Plc,UK,LSE,GBX,Common Stock,IM00B5VQMV65
GB00B71N6K86,EVR,EVRAZ plc,UK,LSE,GBX,Common Stock,GB00B71N6K86
JE00BJVNSS43,FERG,Ferguson plc,UK,LSE,GBX,Common Stock,JE00BJVNSS43
IE00BWT6H894,FLTR,Flutter Entertainment plc,UK,LSE,GBX,Common Stock,IE00BWT6H894
GB00B2QPKJ12,FRES,Fresnillo plc,UK,LSE,GBX,Common Stock,GB00B2QPKJ12
GB00B0LCW083,HIK,Hikma Pharmaceuticals PLC,UK,LSE,GBX,Common Stock,GB00B0LCW083
GB00B1VZ0M25,HL,Hargreaves Lansdown plc,UK,LSE,GBX,Common Stock,GB00B1VZ0M25
GB0004052071,HLMA,Halma plc,UK,LSE,GBX,Common Stock,GB0004052071
GB00BYYTFB60,HSV,HomeServe plc,UK,LSE,GBX,Common Stock,GB00BYYTFB60
IE00B0M62Y33,IAEX,iShares AEX UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B0M62Y33
GB00BYT1DJ19,ICP,Intermediate Capital Group plc,UK,LSE,GBX,Common Stock,GB00BYT1DJ19
IE00B7LGZ558,IFRB,iShares France Govt Bond UCITS ETF EUR (Dist),UK,LSE,EUR,ETF,IE00B7LGZ558
GB00BHJYC057,IHG,InterContinental Hotels Group PLC,UK,LSE,GBX,Common Stock,GB00BHJYC057
GB00B1YW4409,III,3i Group Plc,UK,LSE,GBX,Common Stock,GB00B1YW4409
GB00BMJ6DW54,INF,Informa plc,UK,LSE,GBX,Common Stock,GB00BMJ6DW54
GB0031638363,ITRK,Intertek Group plc,UK,LSE,GBX,Common Stock,GB0031638363
GB0033986497,ITV,ITV plc,UK,LSE,GBX,Common Stock,GB0033986497
GB00BYX91H57,JD,JD Sports Fashion plc,UK,LSE,GBX,Common Stock,GB00BYX91H57
NL0012015705,JET,Just Eat Takeaway.com N.V,UK,LSE,GBX,Common Stock,NL0012015705
GB00BZ4BQC70,JMAT,Johnson Matthey Plc,UK,LSE,GBX,Common Stock,GB00BZ4BQC70
GB0033195214,KGF,Kingfisher plc,UK,LSE,GBX,Common Stock,GB0033195214
IE00BFXR7892,KWEB,KraneShares CSI China Internet ETF USD,UK,LSE,USD,ETF,IE00BFXR7892
GB00BYW0PQ60,LAND,Land Securities Group plc,UK,LSE,GBX,Common Stock,GB00BYW0PQ60
GB0005603997,LGEN,Legal & General Group Plc,UK,LSE,GBX,Common Stock,GB0005603997
GB0008706128,LLOY,Lloyds Banking Group plc,UK,LSE,GBX,Common Stock,GB0008706128
GB00B1CRLC47,MNDI,Mondi plc,UK,LSE,GBX,Common Stock,GB00B1CRLC47
GB00BKFB1C65,MNG,M&G plc,UK,LSE,GBX,Common Stock,GB00BKFB1C65
GB00BZ1G4322,MRO,Melrose Industries PLC,UK,LSE,GBX,Common Stock,GB00BZ1G4322
GB00BDR05C01,NG,National Grid plc,UK,LSE,GBX,Common Stock,GB00BDR05C01
GB0032089863,NXT,NEXT plc,UK,LSE,GBX,Common Stock,GB0032089863
GB00B3MBS747,OCDO,Ocado Group plc,UK,LSE,GBX,Common Stock,GB00B3MBS747
GB00BGXQNP29,PHNX,Phoenix Group Holdings plc,UK,LSE,GBX,Common Stock,GB00BGXQNP29
GB00B18V8630,PNN,Pennon Group Plc,UK,LSE,GBX,Common Stock,GB00B18V8630
GB0007099541,PRU,Prudential plc,UK,LSE,GBX,Common Stock,GB0007099541
GB0006825383,PSN,Persimmon Plc,UK,LSE,GBX,Common Stock,GB0006825383
GB0006776081,PSON,Pearson plc,UK,LSE,GBX,Common Stock,GB0006776081
GB00B03MM408,RDSB,Royal Dutch Shell plc,UK,LSE,GBX,Common Stock,GB00B03MM408
GB00B2B0DG97,REL,RELX PLC,UK,LSE,GBX,Common Stock,GB00B2B0DG97
GB0007188757,RIO,Rio Tinto Group,UK,LSE,GBX,Common Stock,GB0007188757
GB00BGDT3G23,RMV,Rightmove plc,UK,LSE,GBX,Common Stock,GB00BGDT3G23
GB00B63H8491,RR,Rolls-Royce Holdings plc,UK,LSE,GBX,Common Stock,GB00B63H8491
GB00BKKMKR23,RSA,RSA Insurance Group Limited,UK,LSE,GBX,Common Stock,GB00BKKMKR23
GB00B082RF11,RTO,Rentokil Initial plc,UK,LSE,GBX,Common Stock,GB00B082RF11
GB00B019KW72,SBRY,J Sainsbury plc,UK,LSE,GBX,Common Stock,GB00B019KW72
GB0002405495,SDR,Schroders plc,UK,LSE,GBX,Common Stock,GB0002405495
GB00B8C3BL03,SGE,The Sage Group plc,UK,LSE,GBX,Common Stock,GB00B8C3BL03
GB00B5ZN1N88,SGRO,SEGRO Plc,UK,LSE,GBX,Common Stock,GB00B5ZN1N88
IE00B1RR8406,SKG,Smurfit Kappa Group Plc,UK,LSE,GBX,Common Stock,IE00B1RR8406
GB00BF8Q6K64,SLA,Standard Life Aberdeen plc,UK,LSE,GBX,Common Stock,GB00BF8Q6K64
GB0008220112,SMDS,DS Smith Plc,UK,LSE,GBX,Common Stock,GB0008220112
GB00B1WY2338,SMIN,Smiths Group plc,UK,LSE,GBX,Common Stock,GB00B1WY2338
GB00BLDYK618,SMT,Scottish Mortgage Investment Trust plc,UK,LSE,GBX,Common Stock,GB00BLDYK618
GB0009223206,SN,Smith & Nephew plc,UK,LSE,GBX,Common Stock,GB0009223206
GB00BWFGQN14,SPX,Spirax-Sarco Engineering plc,UK,LSE,GBX,Common Stock,GB00BWFGQN14
GB0007908733,SSE,SSE plc,UK,LSE,GBX,Common Stock,GB0007908733
GB0007669376,STJ,St. James's Place plc,UK,LSE,GBX,Common Stock,GB0007669376
GB0008782301,TW,Taylor Wimpey plc,UK,LSE,GBX,Common Stock,GB0008782301
GB00B10RZP78,ULVR,Unilever PLC,UK,LSE,GBX,Common Stock,GB00B10RZP78
GB00B39J2M42,UU,United Utilities Group PLC,UK,LSE,GBX,Common Stock,GB00B39J2M42
IE00BYTRR640,WCOD,SPDR MSCI World Consumer Discretionary UCITS ETF USD Acc,UK,LSE,USD,ETF,IE00BYTRR640
IE00BYTRR756,WCOS,SPDR MSCI World Consumer Staples UCITS ETF,UK,LSE,USD,ETF,IE00BYTRR756
IE00BYTRRB94,WHEA,SPDR MSCI World Health Care UCITS ETF,UK,LSE,USD,ETF,IE00BYTRRB94
IE00BYTRRC02,WNDU,SPDR MSCI World Industrials UCITS ETF USD Acc,UK,LSE,USD,ETF,IE00BYTRRC02
JE00B8KF9B49,WPP,WPP plc,UK,LSE,GBX,Common Stock,JE00B8KF9B49
GB00B1KJJ408,WTB,Whitbread plc,UK,LSE,GBX,Common Stock,GB00B1KJJ408
IE00BYTRRD19,WTEC,SPDR MSCI World Technology UCITS ETF USD Acc,UK,LSE,USD,ETF,IE00BYTRRD19
IE00BYTRRG40,WTEL,SPDR MSCI World Communication Services UCITS ETF USD Acc,UK,LSE,USD,ETF,IE00BYTRRG40
NL0000852564,AALB,Aalberts N.V,Netherlands,AS,EUR,Common Stock,NL0000852564
NL0011540547,ABN,ABN AMRO Bank N.V,Netherlands,AS,EUR,Common Stock,NL0011540547
NL0000303709,AGN,Aegon N.V,Netherlands,AS,EUR,Common Stock,NL0000303709
NL0013267909,AKZA,Akzo Nobel N.V,Netherlands,AS,EUR,Common Stock,NL0013267909
NL0006237562,ARCAD,Arcadis NV,Netherlands,AS,EUR,Common Stock,NL0006237562
NL0000334118,ASM,ASM International NV,Netherlands,AS,EUR,Common Stock,NL0000334118
NL0012866412,BESI,BE Semiconductor Industries N.V,Netherlands,AS,EUR,Common Stock,NL0012866412
NL0011872650,BFIT,Basic-Fit N.V,Netherlands,AS,EUR,Common Stock,NL0011872650
NL0010583399,CRBN,Corbion N.V,Netherlands,AS,EUR,Common Stock,NL0010583399
NL0000009827,DSM,Koninklijke DSM N.V,Netherlands,AS,EUR,Common Stock,NL0000009827
NL0009272764,DTM,VanEck Vectors Multi-Asset Conservative Allocation UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272764
NL0000288876,ECMPA,Eurocommercial Properties N.V,Netherlands,AS,EUR,Common Stock,NL0000288876
NL0011279492,FLOW,Flow Traders N.V,Netherlands,AS,EUR,Common Stock,NL0011279492
BE0003818359,GLPG,Galapagos NV,Netherlands,AS,EUR,Common Stock,BE0003818359
NL0010937066,GVNV,GrandVision N.V,Netherlands,AS,EUR,Common Stock,NL0010937066
NL0010801007,IMCD,IMCD N.V,Netherlands,AS,EUR,Common Stock,NL0010801007
NL0000009082,KPN,Koninklijke KPN N.V,Netherlands,AS,EUR,Common Stock,NL0000009082
NL0011821392,LIGHT,Signify N.V,Netherlands,AS,EUR,Common Stock,NL0011821392
NL0010773842,NN,NN Group N.V,Netherlands,AS,EUR,Common Stock,NL0010773842
NL0009272772,NTM,VanEck Vectors Multi-Asset Balanced Allocation UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272772
NL0010558797,OCI,OCI N.V,Netherlands,AS,EUR,Common Stock,NL0010558797
NL0013654783,PRX,Prosus N.V,Netherlands,AS,EUR,Common Stock,NL0013654783
NL0000379121,RAND,Randstad N.V,Netherlands,AS,EUR,Common Stock,NL0000379121
NL0000817179,SLIGR,Sligro Food Group N.V,Netherlands,AS,EUR,Common Stock,NL0000817179
NL0009272749,TDT,VanEck Vectors AEX UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272749
NL0009272756,TMX,VanEck Vectors AMX UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272756
NL0009272780,TOF,VanEck Vectors Multi-Asset Growth Allocation UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272780
NL0000852523,TWEKA,TKH Group N.V,Netherlands,AS,EUR,Common Stock,NL0000852523
FR0010095596,ONXEO,Onxeo SA,Denmark,CO,DKK,Common Stock,FR0010095596
